date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:20:33	5377/5377	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2008%20Jun%202014%2001:20:33%20GMT	http://adicu.com/robots.txt		(from )
11:20:36	172676/172676	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Apr%202014%2003:34:56%20GMT	http://adicu.com/intro-webdev/	c:/temp/websites/flask_tutorial/adicu.com/intro-webdev/index.html	(from )
11:20:38	7791/7791	---M--	200	added ('OK')	image/png	etag:%225b6b3233153feca50a94aa6c60873a5f%22	https://s3.amazonaws.com/github/ribbons/forkme_right_darkblue_121621.png	c:/temp/websites/flask_tutorial/s3.amazonaws.com/github/ribbons/forkme_right_darkblue_121621.png	(from http://adicu.com/intro-webdev/)
11:20:39	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2008%20Jun%202014%2001:20:38%20GMT	http://adicu.com/intro-webdev/python	c:/temp/websites/flask_tutorial/adicu.com/intro-webdev/python	(from http://adicu.com/intro-webdev/)
11:20:40	72108/72108	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Apr%202014%2003:34:56%20GMT	http://adicu.com/intro-webdev/python/	c:/temp/websites/flask_tutorial/adicu.com/intro-webdev/python/index.html	(from http://adicu.com/intro-webdev/)
11:20:40	3446/3446	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Apr%202014%2003:34:56%20GMT	http://adicu.com/img/intro-webdev/boxmodel.png	c:/temp/websites/flask_tutorial/adicu.com/img/intro-webdev/boxmodel.png	(from http://adicu.com/intro-webdev/)
11:20:47	55097/55097	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Apr%202014%2003:34:56%20GMT	http://adicu.com/img/intro-webdev/demo-border.png	c:/temp/websites/flask_tutorial/adicu.com/img/intro-webdev/demo-border.png	(from http://adicu.com/intro-webdev/)
11:20:48	1169/1169	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Mar%202013%2000:22:36%20GMT	http://www.google-analytics.com/plugins/ga/inpage_linkid.js	c:/temp/websites/flask_tutorial/www.google-analytics.com/plugins/ga/inpage_linkid.js	(from http://adicu.com/intro-webdev/)
11:20:49	59305/59305	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Apr%202014%2003:34:56%20GMT	http://adicu.com/img/intro-webdev/demo-margin-padding.png	c:/temp/websites/flask_tutorial/adicu.com/img/intro-webdev/demo-margin-padding.png	(from http://adicu.com/intro-webdev/)
11:20:55	48840/48840	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Apr%202014%2003:34:56%20GMT	http://adicu.com/img/intro-webdev/demo-height-width.png	c:/temp/websites/flask_tutorial/adicu.com/img/intro-webdev/demo-height-width.png	(from http://adicu.com/intro-webdev/)
11:23:41	919685/919685	UR-M--	200	added ('Partial%20Content')	image/png	date:Tue,%2029%20Apr%202014%2003:34:56%20GMT	http://adicu.com/img/intro-webdev/madeyet-3.png	c:/temp/websites/flask_tutorial/adicu.com/img/intro-webdev/madeyet-3.png	(from http://adicu.com/intro-webdev/)
11:26:39	4164193/4164193	UR-M--	200	added ('Partial%20Content')	image/png	date:Tue,%2029%20Apr%202014%2003:34:56%20GMT	http://adicu.com/img/intro-webdev/madeyet-1.png	c:/temp/websites/flask_tutorial/adicu.com/img/intro-webdev/madeyet-1.png	(from http://adicu.com/intro-webdev/)
